session_id,customer_id,timestamp_start,timestamp_end,messages,agent_id,resolution_status,related_log_id,chat_reason
CHAT_00011,CUST_00628,2025-12-17 00:00:00,2025-12-17 00:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-17T00:00:00"", ""message"": ""I'd like to know more about upgrading my plan""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-17T00:02:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-17T00:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-17T00:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-17T00:08:00"", ""message"": ""What's the status of my support ticket?""}]",AGENT_012,escalated,,service_inquiry
CHAT_00012,CUST_00294,2026-01-26 02:00:00,2026-01-26 02:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-26T02:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-26T02:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-26T02:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-26T02:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-26T02:08:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_004,resolved,LOG_0010131,technical_issue
CHAT_00013,CUST_00294,2026-01-26 02:00:00,2026-01-26 02:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-26T02:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-26T02:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-26T02:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-26T02:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-26T02:08:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_002,escalated,,general_question
CHAT_00014,CUST_00294,2026-02-25 10:00:00,2026-02-25 10:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-25T10:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-25T10:02:00"", ""message"": ""Your connection quality logs show packet loss. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-25T10:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-25T10:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_002,resolved,LOG_0010145,technical_issue
CHAT_00015,CUST_00294,2026-02-25 10:00:00,2026-02-25 10:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-25T10:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-25T10:02:00"", ""message"": ""Your connection quality logs show packet loss. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-25T10:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-25T10:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_019,escalated,,service_inquiry
CHAT_00016,CUST_00294,2025-12-10 06:00:00,2025-12-10 06:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-10T06:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T06:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-10T06:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T06:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-10T06:08:00"", ""message"": ""Thank you for your time, I appreciate the help""}]",AGENT_009,unresolved,LOG_0010155,technical_issue
CHAT_00017,CUST_00294,2025-12-10 06:00:00,2025-12-10 06:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-10T06:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T06:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-10T06:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T06:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-10T06:08:00"", ""message"": ""Thank you for your time, I appreciate the help""}]",AGENT_007,resolved,,billing
CHAT_00018,CUST_00185,2026-02-03 04:00:00,2026-02-03 04:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-03T04:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-03T04:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:08:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-03T04:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:12:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_004,unresolved,LOG_0006392,technical_issue
CHAT_00019,CUST_00185,2026-02-03 04:00:00,2026-02-03 04:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:00:00"", ""message"": ""My router stopped working this morning""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-03T04:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-03T04:06:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:08:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-03T04:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-03T04:12:00"", ""message"": ""That makes sense, thanks for explaining""}]",AGENT_005,escalated,,service_inquiry
CHAT_00020,CUST_00185,2025-12-10 00:00:00,2025-12-10 00:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-10T00:00:00"", ""message"": ""I'm experiencing frequent disconnections""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T00:02:00"", ""message"": ""Your connection quality logs show slow speed. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-10T00:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T00:06:00"", ""message"": ""Let me check your account details.""}]",AGENT_008,resolved,LOG_0006393,technical_issue
CHAT_00021,CUST_00185,2025-12-10 00:00:00,2025-12-10 00:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-10T00:00:00"", ""message"": ""I'm experiencing frequent disconnections""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T00:02:00"", ""message"": ""Your connection quality logs show slow speed. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-10T00:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-10T00:06:00"", ""message"": ""Let me check your account details.""}]",AGENT_013,escalated,,billing
CHAT_00022,CUST_00185,2025-12-25 11:00:00,2025-12-25 11:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-25T11:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-25T11:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-25T11:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-25T11:06:00"", ""message"": ""Is there anything else I can help with today?""}]",AGENT_014,unresolved,LOG_0006387,technical_issue
CHAT_00023,CUST_00185,2025-12-25 11:00:00,2025-12-25 11:08:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-25T11:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-25T11:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-25T11:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-25T11:06:00"", ""message"": ""Is there anything else I can help with today?""}]",AGENT_014,escalated,,general_question
CHAT_00024,CUST_00023,2026-02-15 01:00:00,2026-02-15 01:12:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-15T01:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-15T01:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-15T01:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-15T01:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-15T01:08:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-15T01:10:00"", ""message"": ""Let me check your account details.""}]",AGENT_007,unresolved,LOG_0000805,technical_issue
CHAT_00025,CUST_00023,2026-02-15 01:00:00,2026-02-15 01:12:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-15T01:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-15T01:02:00"", ""message"": ""I see the problem in our system. We'll get a technician to look at this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-15T01:04:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-15T01:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-15T01:08:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-15T01:10:00"", ""message"": ""Let me check your account details.""}]",AGENT_003,resolved,,billing
CHAT_00026,CUST_00505,2026-02-06 12:00:00,2026-02-06 12:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-06T12:00:00"", ""message"": ""I can't work from home with this unstable connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-06T12:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-06T12:04:00"", ""message"": ""Your service is terrible, the speed is way below what you promised""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-06T12:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-06T12:08:00"", ""message"": ""Your service is terrible, the speed is way below what you promised""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-06T12:10:00"", ""message"": ""Let me escalate this to our technical team.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-06T12:12:00"", ""message"": ""Your service is terrible, the speed is way below what you promised""}]",AGENT_002,resolved,LOG_0017621,technical_issue
CHAT_00027,CUST_00505,2025-10-07 00:00:00,2025-10-07 00:02:00,"[{""speaker"": ""agent"", ""timestamp"": ""2025-10-07T00:10:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_015,resolved,,billing
CHAT_00028,CUST_00505,2026-02-24 12:00:00,2026-02-24 12:12:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-24T12:00:00"", ""message"": ""This is the third time this month my internet has gone out!""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-24T12:02:00"", ""message"": ""Your connection quality logs show connection drops. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-24T12:04:00"", ""message"": ""I'm paying for gigabit but only getting {speed} Mbps!""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-24T12:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-24T12:08:00"", ""message"": ""This is the third time this month my internet has gone out!""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-24T12:10:00"", ""message"": ""Is there anything else I can help with today?""}]",AGENT_017,resolved,LOG_0017664,technical_issue
CHAT_00029,CUST_00505,2025-12-01 00:00:00,2025-12-01 00:02:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-01T00:04:00"", ""message"": ""I'd like to know more about upgrading my plan""}]",AGENT_009,escalated,,billing
CHAT_00030,CUST_00505,2026-02-04 02:00:00,2026-02-04 02:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-04T02:00:00"", ""message"": ""The connection keeps dropping, this is unacceptable""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-04T02:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-04T02:04:00"", ""message"": ""I'm paying for gigabit but only getting {speed} Mbps!""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-04T02:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-04T02:08:00"", ""message"": ""This is the third time this month my internet has gone out!""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-04T02:10:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-04T02:12:00"", ""message"": ""This is the third time this month my internet has gone out!""}]",AGENT_001,resolved,LOG_0017648,technical_issue
CHAT_00031,CUST_00505,2026-01-31 00:00:00,2026-01-31 00:02:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-31T00:08:00"", ""message"": ""Can you help me understand my bill?""}]",AGENT_004,resolved,,service_inquiry
CHAT_00032,CUST_00505,2025-11-24 00:00:00,2025-11-24 00:06:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-11-24T00:00:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2025-11-24T00:02:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2025-11-24T00:04:00"", ""message"": ""Can you help me understand my bill?""}]",AGENT_011,resolved,,service_inquiry
CHAT_00033,CUST_00755,2025-12-26 02:00:00,2025-12-26 02:12:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-26T02:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-26T02:02:00"", ""message"": ""Your connection quality logs show packet loss. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-26T02:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-26T02:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-26T02:08:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-26T02:10:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_004,resolved,LOG_0026761,technical_issue
CHAT_00034,CUST_00755,2025-12-26 02:00:00,2025-12-26 02:12:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-26T02:00:00"", ""message"": ""Can you check if there's an outage in my area?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-26T02:02:00"", ""message"": ""Your connection quality logs show packet loss. Let me escalate this.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-26T02:04:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-26T02:06:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-26T02:08:00"", ""message"": ""Thank you for your time, I appreciate the help""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-26T02:10:00"", ""message"": ""I understand your frustration. We'll get this resolved.""}]",AGENT_001,escalated,,service_inquiry
CHAT_00035,CUST_00755,2026-01-22 11:00:00,2026-01-22 11:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-22T11:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-22T11:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:08:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-22T11:10:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:12:00"", ""message"": ""Thank you for your time, I appreciate the help""}]",AGENT_007,unresolved,LOG_0026766,technical_issue
CHAT_00036,CUST_00755,2026-01-22 11:00:00,2026-01-22 11:14:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:00:00"", ""message"": ""Hi, I'm having issues with my internet connection""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-22T11:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-22T11:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:08:00"", ""message"": ""I understand, is there anything we can do about this?""}, {""speaker"": ""agent"", ""timestamp"": ""2026-01-22T11:10:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2026-01-22T11:12:00"", ""message"": ""Thank you for your time, I appreciate the help""}]",AGENT_014,escalated,,billing
CHAT_00037,CUST_00416,2026-02-26 11:00:00,2026-02-26 11:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-26T11:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-26T11:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-26T11:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-26T11:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-26T11:08:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_018,escalated,LOG_0014496,technical_issue
CHAT_00038,CUST_00416,2026-02-26 11:00:00,2026-02-26 11:10:00,"[{""speaker"": ""customer"", ""timestamp"": ""2026-02-26T11:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-26T11:02:00"", ""message"": ""I'm sorry to hear about your connection issues. Let me check your connection logs.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-26T11:04:00"", ""message"": ""That makes sense, thanks for explaining""}, {""speaker"": ""agent"", ""timestamp"": ""2026-02-26T11:06:00"", ""message"": ""Let me check your account details.""}, {""speaker"": ""customer"", ""timestamp"": ""2026-02-26T11:08:00"", ""message"": ""I understand, is there anything we can do about this?""}]",AGENT_004,resolved,,general_question
CHAT_00039,CUST_00416,2025-12-22 11:00:00,2025-12-22 11:12:00,"[{""speaker"": ""customer"", ""timestamp"": ""2025-12-22T11:00:00"", ""message"": ""The internet speed seems slower than usual""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-22T11:02:00"", ""message"": ""Have you tried rebooting your router? This often resolves connection issues.""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-22T11:04:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-22T11:06:00"", ""message"": ""Is there anything else I can help with today?""}, {""speaker"": ""customer"", ""timestamp"": ""2025-12-22T11:08:00"", ""message"": ""Hello, I hope you can help me with a small issue""}, {""speaker"": ""agent"", ""timestamp"": ""2025-12-22T11:10:00"", ""message"": ""I can offer you a discount on your next bill as compensation.""}]",AGENT_020,escalated,LOG_0014476,technical_issue
