log_id,customer_id,timestamp,speed_measured_mbps,packet_loss_percent,latency_ms,downtime_minutes,connection_drops_count,issue_detected
LOG_0000118,CUST_00003,2026-01-10,978.0,0.21,21.4,0,0,none
LOG_0000119,CUST_00003,2026-01-22,998.9,0.59,39.3,0,0,none
LOG_0000120,CUST_00003,2026-01-24,851.2,1.73,33.3,0,0,none
LOG_0000121,CUST_00004,2025-12-13,48.1,1.67,37.1,0,0,none
LOG_0000122,CUST_00004,2026-01-30,47.1,0.7,29.1,0,0,none
LOG_0000123,CUST_00004,2025-12-04,11.5,1.53,77.6,0,0,slow_speed
LOG_0000124,CUST_00004,2026-02-23,44.8,0.88,27.4,0,0,none
LOG_0000125,CUST_00004,2026-02-17,49.3,0.65,22.5,0,0,none
LOG_0000126,CUST_00004,2025-12-21,49.1,0.73,25.1,0,0,none
LOG_0000127,CUST_00004,2026-02-07,44.4,1.65,24.5,0,0,none
LOG_0000128,CUST_00004,2026-01-16,48.5,0.94,12.3,0,0,none
LOG_0000129,CUST_00004,2026-01-31,49.0,1.45,39.4,0,0,none
LOG_0000130,CUST_00004,2025-12-19,45.2,1.58,10.4,0,0,none
LOG_0000131,CUST_00004,2026-01-01,45.3,1.5,17.9,0,0,none
LOG_0000132,CUST_00004,2025-12-09,0.0,0.22,17.0,173,30,outage
LOG_0000133,CUST_00004,2025-12-12,44.2,0.13,34.7,0,0,none
LOG_0000134,CUST_00004,2026-01-21,24.9,0.23,47.0,0,0,slow_speed
LOG_0000135,CUST_00004,2026-01-29,49.2,0.27,23.6,0,0,none
LOG_0000136,CUST_00004,2025-12-01,49.6,0.84,32.3,0,0,none
LOG_0000137,CUST_00004,2026-01-06,47.4,1.67,28.5,0,0,none
LOG_0000138,CUST_00004,2026-01-24,42.7,0.74,23.3,0,0,none
LOG_0000139,CUST_00004,2026-01-13,43.2,1.37,26.3,0,0,none
LOG_0000140,CUST_00004,2026-01-14,43.0,0.55,39.0,0,0,none
LOG_0000141,CUST_00004,2026-01-01,43.2,0.42,29.2,0,0,none
LOG_0000142,CUST_00004,2026-02-22,48.4,0.49,13.8,0,0,none
LOG_0000143,CUST_00004,2026-02-20,48.7,1.11,27.6,0,0,none
LOG_0000144,CUST_00004,2026-01-30,22.9,0.3,48.7,0,0,slow_speed
LOG_0000145,CUST_00004,2026-02-12,46.6,1.6,13.3,0,0,none
LOG_0000146,CUST_00004,2026-02-12,42.6,1.58,17.1,0,0,none
LOG_0000147,CUST_00004,2026-02-06,0.0,0.25,22.6,46,40,outage
LOG_0000148,CUST_00004,2026-01-02,48.3,1.03,13.3,0,0,none
LOG_0000149,CUST_00004,2025-12-12,42.8,1.57,36.0,0,0,none
LOG_0000150,CUST_00004,2026-01-01,47.3,0.06,40.0,0,0,none
LOG_0000151,CUST_00004,2026-01-05,11.2,0.98,76.5,0,0,slow_speed
LOG_0000152,CUST_00004,2026-02-20,43.4,1.25,27.6,0,0,none
LOG_0000153,CUST_00004,2026-01-11,50.0,1.06,23.6,0,0,none
LOG_0000154,CUST_00004,2026-02-16,48.4,0.23,29.6,0,0,none
LOG_0000155,CUST_00004,2025-12-20,47.9,0.43,23.5,0,0,none
LOG_0000156,CUST_00004,2026-01-16,48.7,0.8,31.9,0,0,none
LOG_0000157,CUST_00004,2026-01-19,47.5,0.75,14.6,0,0,none
LOG_0000158,CUST_00004,2026-02-20,43.2,0.17,23.0,0,0,none
LOG_0000159,CUST_00004,2026-01-12,48.6,1.11,27.6,0,0,none
LOG_0000160,CUST_00004,2026-01-17,47.5,0.82,36.2,0,0,none
LOG_0000161,CUST_00004,2026-01-05,49.0,1.44,39.1,0,0,none
LOG_0000162,CUST_00004,2026-01-14,43.3,1.01,14.6,0,0,none
LOG_0000163,CUST_00004,2026-02-15,45.1,1.11,13.4,0,0,none
LOG_0000164,CUST_00004,2026-01-31,48.6,1.69,39.2,0,0,none
LOG_0000165,CUST_00004,2025-12-12,47.6,1.11,28.3,0,0,none
LOG_0000166,CUST_00004,2025-12-02,44.5,0.36,31.1,0,0,none
LOG_0000167,CUST_00004,2026-01-16,45.1,0.36,14.3,0,0,none
LOG_0000168,CUST_00004,2026-02-20,43.6,1.27,10.9,0,0,none
LOG_0000169,CUST_00004,2026-02-01,45.3,0.91,14.7,0,0,none
LOG_0000170,CUST_00005,2025-12-18,47.0,1.77,14.7,0,0,none
LOG_0000171,CUST_00005,2026-02-22,47.6,0.54,29.9,0,0,none
LOG_0000172,CUST_00005,2026-01-03,45.6,0.43,25.4,0,0,none
LOG_0000173,CUST_00005,2026-02-14,44.6,1.36,24.6,0,0,none
LOG_0000174,CUST_00005,2026-02-23,44.2,1.97,11.6,0,0,none
LOG_0000175,CUST_00005,2026-02-01,48.3,16.21,18.7,0,20,connection_drops
LOG_0000176,CUST_00005,2026-02-06,43.5,1.07,16.9,0,0,none
LOG_0000177,CUST_00005,2025-12-05,10.3,0.14,95.3,0,0,slow_speed
LOG_0000178,CUST_00005,2026-01-19,46.8,1.15,31.3,0,0,none
LOG_0000179,CUST_00005,2026-02-14,45.5,1.93,15.2,0,0,none
LOG_0000180,CUST_00005,2026-01-01,48.7,1.84,12.6,0,0,none
LOG_0000181,CUST_00005,2026-01-28,45.8,0.8,12.4,0,0,none
LOG_0000182,CUST_00005,2026-01-16,44.2,1.56,12.3,0,0,none
LOG_0000183,CUST_00005,2025-12-23,46.3,1.81,20.5,0,0,none
LOG_0000184,CUST_00005,2025-12-08,48.6,0.47,14.4,0,0,none
LOG_0000185,CUST_00005,2025-12-13,43.6,1.52,12.3,0,0,none
LOG_0000186,CUST_00005,2025-12-10,46.2,1.51,32.8,0,0,none
LOG_0000187,CUST_00005,2025-12-18,47.3,1.97,19.7,0,0,none
LOG_0000188,CUST_00005,2026-01-19,43.6,0.14,23.3,0,0,none
LOG_0000189,CUST_00005,2026-01-24,46.9,0.7,12.2,0,0,none
LOG_0000190,CUST_00005,2026-02-24,42.9,1.66,12.3,0,0,none
LOG_0000191,CUST_00005,2026-02-17,47.1,1.01,23.9,0,0,none
LOG_0000192,CUST_00005,2026-02-23,45.9,1.62,29.6,0,0,none
LOG_0000193,CUST_00005,2025-12-30,46.3,1.92,23.5,0,0,none
LOG_0000194,CUST_00005,2026-01-16,49.9,19.86,29.4,0,19,connection_drops
LOG_0000195,CUST_00005,2025-12-23,46.4,0.32,21.2,0,0,none
LOG_0000196,CUST_00005,2026-01-07,48.3,1.36,11.6,0,0,none
LOG_0000197,CUST_00005,2026-01-17,43.0,0.19,30.4,0,0,none
LOG_0000198,CUST_00005,2025-12-06,49.7,9.42,232.7,0,0,high_latency
LOG_0000199,CUST_00005,2026-01-20,49.8,1.4,21.8,0,0,none
LOG_0000200,CUST_00006,2026-02-18,179.3,0.75,33.7,0,0,none
LOG_0000201,CUST_00006,2025-12-05,191.1,1.89,39.9,0,0,none
LOG_0000202,CUST_00006,2026-02-17,189.4,0.85,20.9,0,0,none
LOG_0000203,CUST_00006,2026-02-05,198.5,0.68,33.0,0,0,none
LOG_0000204,CUST_00006,2026-02-11,174.6,0.59,33.6,0,0,none
LOG_0000205,CUST_00006,2025-12-21,195.1,1.77,11.1,0,0,none
LOG_0000206,CUST_00006,2025-12-11,173.9,0.75,14.9,0,0,none
LOG_0000207,CUST_00006,2025-12-11,194.3,0.33,23.1,0,0,none
LOG_0000208,CUST_00006,2025-12-04,191.6,1.94,28.3,0,0,none
LOG_0000209,CUST_00006,2026-01-02,177.0,0.48,39.0,0,0,none
LOG_0000210,CUST_00006,2026-02-04,181.0,1.89,39.5,0,0,none
LOG_0000211,CUST_00006,2026-01-23,193.3,1.01,22.6,0,0,none
LOG_0000212,CUST_00006,2026-02-03,194.0,0.28,17.5,0,0,none
LOG_0000213,CUST_00006,2026-01-12,186.6,0.21,35.4,0,0,none
LOG_0000214,CUST_00006,2026-01-23,172.5,0.32,23.5,0,0,none
LOG_0000215,CUST_00006,2026-01-04,172.8,1.82,34.5,0,0,none
LOG_0000216,CUST_00006,2026-02-25,182.4,0.79,21.2,0,0,none
LOG_0000217,CUST_00006,2026-02-18,181.2,0.06,37.9,0,0,none
LOG_0000218,CUST_00006,2025-12-07,180.1,0.29,11.1,0,0,none
LOG_0000219,CUST_00006,2025-12-30,190.9,0.28,31.2,0,0,none
LOG_0000220,CUST_00006,2026-02-28,96.4,0.04,76.5,0,0,slow_speed
LOG_0000221,CUST_00006,2026-01-05,173.3,18.4,131.5,0,0,packet_loss
LOG_0000222,CUST_00006,2026-01-01,171.9,1.67,25.0,0,0,none
LOG_0000223,CUST_00006,2025-12-10,185.5,0.48,14.3,0,0,none
LOG_0000224,CUST_00006,2025-12-12,180.6,1.14,15.6,0,0,none
LOG_0000225,CUST_00006,2025-12-23,199.2,0.14,25.8,0,0,none
LOG_0000226,CUST_00006,2025-12-26,186.6,0.78,24.1,0,0,none
LOG_0000227,CUST_00006,2026-01-12,177.6,0.03,33.7,0,0,none
LOG_0000228,CUST_00006,2025-12-06,188.8,1.54,32.1,0,0,none
LOG_0000229,CUST_00006,2026-02-23,180.6,0.68,29.3,0,0,none
LOG_0000230,CUST_00006,2025-12-03,183.9,1.39,29.0,0,0,none
LOG_0000231,CUST_00006,2026-02-20,191.5,1.89,11.1,0,0,none
LOG_0000232,CUST_00006,2026-02-03,196.6,0.63,19.3,0,0,none
LOG_0000233,CUST_00006,2025-12-21,184.2,0.07,29.4,0,0,none
LOG_0000234,CUST_00006,2026-02-22,196.0,0.66,13.7,0,0,none
LOG_0000235,CUST_00006,2026-01-08,192.3,1.79,21.6,0,0,none
LOG_0000236,CUST_00006,2025-12-27,190.8,0.73,33.9,0,0,none
LOG_0000237,CUST_00006,2026-02-18,191.8,0.16,28.1,0,0,none
LOG_0000238,CUST_00006,2025-12-21,178.8,0.21,19.8,0,0,none
LOG_0000239,CUST_00006,2026-01-02,188.1,0.85,30.7,0,0,none
LOG_0000240,CUST_00006,2026-02-23,191.8,1.82,28.4,0,0,none
LOG_0000241,CUST_00006,2025-12-09,199.4,1.9,12.3,0,0,none
LOG_0000242,CUST_00006,2026-01-13,185.4,26.97,121.0,0,0,packet_loss
LOG_0000243,CUST_00006,2026-01-03,171.0,0.13,33.4,0,0,none
LOG_0000244,CUST_00006,2026-01-10,198.5,0.06,14.6,0,0,none
LOG_0000245,CUST_00006,2026-01-12,181.2,1.53,27.2,0,0,none
LOG_0000246,CUST_00006,2026-01-09,51.2,0.56,71.1,0,0,slow_speed
LOG_0000247,CUST_00006,2025-12-19,173.5,1.55,31.1,0,0,none
LOG_0000248,CUST_00006,2025-12-12,178.6,27.06,100.7,0,0,packet_loss
LOG_0000249,CUST_00006,2026-01-03,199.9,1.62,39.0,0,0,none
LOG_0000250,CUST_00007,2026-01-15,956.4,1.1,18.7,0,0,none
LOG_0000251,CUST_00007,2026-02-08,956.8,1.85,29.1,0,0,none
LOG_0000252,CUST_00007,2025-12-25,883.6,1.97,33.8,0,0,none
LOG_0000253,CUST_00007,2025-12-27,853.9,1.11,21.1,0,0,none
LOG_0000254,CUST_00007,2025-12-20,869.5,1.77,12.0,0,0,none
LOG_0000255,CUST_00007,2025-12-29,491.7,1.54,78.5,0,0,slow_speed
LOG_0000256,CUST_00007,2026-01-02,919.9,1.03,13.9,0,0,none
LOG_0000257,CUST_00007,2025-12-20,946.0,0.36,39.0,0,0,none
LOG_0000258,CUST_00007,2026-02-21,974.7,1.04,19.1,0,0,none
LOG_0000259,CUST_00007,2026-01-31,901.9,1.88,36.8,0,0,none
LOG_0000260,CUST_00007,2026-01-27,879.4,1.91,18.2,0,0,none
LOG_0000261,CUST_00007,2025-12-12,930.0,1.01,15.1,0,0,none
LOG_0000262,CUST_00007,2026-02-09,875.7,1.25,37.1,0,0,none
LOG_0000263,CUST_00007,2025-12-18,856.2,1.73,12.4,0,0,none
LOG_0000264,CUST_00007,2025-12-17,889.7,0.42,27.2,0,0,none
LOG_0000265,CUST_00007,2026-02-25,924.7,1.25,18.7,0,0,none
LOG_0000266,CUST_00007,2025-12-29,886.7,1.61,22.2,0,0,none
LOG_0000267,CUST_00007,2025-12-02,859.0,0.88,24.5,0,0,none
LOG_0000268,CUST_00007,2025-12-13,871.6,1.72,19.6,0,0,none
LOG_0000269,CUST_00007,2026-01-15,996.3,0.26,21.1,0,0,none
LOG_0000270,CUST_00007,2026-01-19,215.2,0.25,96.7,0,0,slow_speed
LOG_0000271,CUST_00007,2025-12-12,912.7,1.93,37.1,0,0,none
LOG_0000272,CUST_00007,2025-12-17,958.2,0.38,14.8,0,0,none
LOG_0000273,CUST_00007,2025-12-31,924.8,0.62,10.7,0,0,none
LOG_0000274,CUST_00007,2025-12-26,284.4,0.48,75.9,0,0,slow_speed
LOG_0000275,CUST_00007,2025-12-07,950.9,18.24,10.2,0,9,connection_drops
LOG_0000276,CUST_00007,2026-01-13,964.6,0.73,22.0,0,0,none
LOG_0000277,CUST_00007,2026-02-04,904.4,0.58,21.6,0,0,none
LOG_0000278,CUST_00007,2025-12-20,892.0,5.76,295.0,0,0,high_latency
LOG_0000279,CUST_00007,2026-01-16,933.7,0.73,14.3,0,0,none
LOG_0000280,CUST_00007,2026-01-08,925.0,0.09,14.1,0,0,none
LOG_0000281,CUST_00007,2025-12-30,927.9,9.78,36.8,0,24,connection_drops
LOG_0000282,CUST_00007,2026-01-09,998.6,1.48,19.0,0,0,none
LOG_0000283,CUST_00007,2025-12-25,929.9,1.42,19.0,0,0,none
LOG_0000284,CUST_00007,2026-01-12,899.7,0.22,22.5,0,0,none
LOG_0000285,CUST_00007,2025-12-02,944.4,1.19,18.0,0,0,none
LOG_0000286,CUST_00007,2025-12-16,936.6,1.44,27.5,0,0,none
LOG_0000287,CUST_00007,2025-12-10,958.2,1.55,21.4,0,0,none
LOG_0000288,CUST_00007,2026-01-28,854.7,16.27,73.6,0,0,packet_loss
LOG_0000289,CUST_00007,2025-12-02,880.6,1.0,28.3,0,0,none
LOG_0000290,CUST_00007,2026-02-21,955.9,1.04,26.8,0,0,none
LOG_0000291,CUST_00008,2025-12-23,906.5,1.91,23.8,0,0,none
LOG_0000292,CUST_00008,2025-12-21,903.1,1.54,31.6,0,0,none
LOG_0000293,CUST_00008,2025-12-02,0.0,0.97,38.7,106,24,outage
LOG_0000294,CUST_00008,2026-01-21,965.7,1.41,30.7,0,0,none
LOG_0000295,CUST_00008,2025-12-29,902.3,13.6,33.9,0,8,connection_drops
LOG_0000296,CUST_00008,2025-12-21,907.0,1.96,34.6,0,0,none
LOG_0000297,CUST_00008,2026-02-10,0.0,0.58,31.4,143,26,outage
LOG_0000298,CUST_00008,2025-12-29,882.1,1.66,18.1,0,0,none
LOG_0000299,CUST_00008,2026-01-25,870.6,23.4,107.8,0,0,packet_loss
LOG_0000300,CUST_00008,2025-12-09,884.9,0.2,19.9,0,0,none
LOG_0000301,CUST_00008,2025-12-03,965.6,0.01,26.5,0,0,none
LOG_0000302,CUST_00008,2026-01-07,947.9,1.76,24.3,0,0,none
LOG_0000303,CUST_00008,2026-01-23,372.2,1.29,72.1,0,0,slow_speed
LOG_0000304,CUST_00008,2026-02-24,987.0,19.96,36.5,0,6,connection_drops
LOG_0000305,CUST_00008,2026-01-09,968.2,0.37,32.5,0,0,none
LOG_0000306,CUST_00008,2026-01-22,981.5,4.99,296.6,0,0,high_latency
LOG_0000307,CUST_00008,2025-12-08,931.5,0.99,38.2,0,0,none
LOG_0000308,CUST_00008,2025-12-31,890.9,1.62,19.9,0,0,none
LOG_0000309,CUST_00008,2025-12-08,888.6,0.37,32.1,0,0,none
LOG_0000310,CUST_00008,2025-12-18,951.2,0.39,28.3,0,0,none
LOG_0000311,CUST_00008,2026-01-08,974.0,1.03,12.6,0,0,none
LOG_0000312,CUST_00008,2026-02-05,997.3,6.13,176.7,0,0,high_latency
LOG_0000313,CUST_00008,2026-01-25,993.1,7.85,230.7,0,0,high_latency
LOG_0000314,CUST_00008,2026-02-21,950.2,0.93,14.8,0,0,none
LOG_0000315,CUST_00008,2026-01-20,953.5,1.28,38.2,0,0,none
LOG_0000316,CUST_00008,2026-01-31,882.9,0.27,14.6,0,0,none
LOG_0000317,CUST_00008,2025-12-13,906.0,1.4,37.4,0,0,none
LOG_0000318,CUST_00008,2025-12-05,973.8,1.52,30.4,0,0,none
LOG_0000319,CUST_00008,2026-02-18,928.8,1.06,20.9,0,0,none
LOG_0000320,CUST_00008,2026-02-14,859.3,1.1,25.2,0,0,none
LOG_0000321,CUST_00008,2026-02-09,874.7,1.71,23.3,0,0,none
LOG_0000322,CUST_00008,2025-12-16,923.3,12.7,23.4,0,9,connection_drops
LOG_0000323,CUST_00008,2026-01-01,934.6,4.78,104.4,0,0,high_latency
LOG_0000324,CUST_00008,2026-02-28,961.9,9.96,112.8,0,0,high_latency
LOG_0000325,CUST_00008,2026-02-20,997.9,7.49,127.1,0,0,high_latency
LOG_0000326,CUST_00009,2025-12-08,49.7,0.75,36.7,0,0,none
LOG_0000327,CUST_00009,2026-01-11,45.3,1.37,29.9,0,0,none
LOG_0000328,CUST_00009,2025-12-07,49.0,0.24,39.8,0,0,none
LOG_0000329,CUST_00009,2026-02-12,14.5,0.45,80.4,0,0,slow_speed
LOG_0000330,CUST_00009,2025-12-21,45.7,0.76,16.9,0,0,none
LOG_0000331,CUST_00009,2026-02-09,44.6,5.93,261.9,0,0,high_latency
LOG_0000332,CUST_00009,2026-02-26,44.3,0.13,27.8,0,0,none
LOG_0000333,CUST_00009,2025-12-04,47.8,0.1,32.2,0,0,none
LOG_0000334,CUST_00009,2026-01-30,46.5,8.51,33.3,0,14,connection_drops
LOG_0000335,CUST_00009,2025-12-17,44.9,1.2,30.2,0,0,none
LOG_0000336,CUST_00009,2026-01-21,49.1,1.97,25.6,0,0,none
LOG_0000337,CUST_00009,2026-01-24,43.0,1.9,36.4,0,0,none
LOG_0000338,CUST_00009,2025-12-10,47.6,1.11,11.4,0,0,none
LOG_0000339,CUST_00009,2025-12-08,47.5,1.57,19.6,0,0,none
LOG_0000340,CUST_00009,2026-02-09,44.7,0.37,26.1,0,0,none
LOG_0000341,CUST_00009,2026-01-31,44.8,1.42,34.2,0,0,none
