timestamp,issue_detected,customer_id,speed_measured_mbps,packet_loss_percent,latency_ms,downtime_minutes,connection_drops_count
2025-12-08 21:34:28,none,CUST_00004,192.5,1.39,36.3,0,0
2025-12-27 13:23:00,none,CUST_00004,196.1,1.69,12.8,0,0
2025-12-08 02:15:38,none,CUST_00004,195.5,1.59,21.9,0,0
2026-01-31 08:42:40,none,CUST_00004,194.9,0.68,27.3,0,0
2025-12-27 13:02:17,none,CUST_00004,192.9,0.09,28.8,0,0
2026-02-25 20:00:06,none,CUST_00004,174.7,0.91,39.8,0,0
2025-12-01 19:03:19,error: slow_speed,CUST_00004,61.6,1.75,44.9,0,0
2025-12-04 03:49:57,none,CUST_00004,181.9,0.61,31.0,0,0
2025-12-06 21:14:54,none,CUST_00004,170.0,0.95,14.0,0,0
2025-12-02 10:00:00,none,CUST_00004,190.9,1.63,39.6,0,0
2026-02-11 08:55:46,none,CUST_00004,181.5,1.46,13.1,0,0
2026-01-20 19:35:11,none,CUST_00004,194.4,1.75,29.2,0,0
2025-12-22 05:59:21,none,CUST_00005,47.4,0.88,31.7,0,0
2026-02-08 10:20:17,error: high_latency,CUST_00005,45.8,8.11,124.6,0,0
2026-01-14 10:39:10,none,CUST_00005,43.5,0.55,12.5,0,0
2025-12-13 00:21:42,none,CUST_00005,48.3,1.38,35.4,0,0
2026-01-20 17:26:22,error: slow_speed,CUST_00005,23.5,1.5,97.3,0,0
2025-12-26 11:52:45,none,CUST_00005,46.2,1.19,25.8,0,0
2026-01-12 13:51:36,none,CUST_00005,49.0,1.14,21.0,0,0
2025-12-29 21:58:23,error: high_latency,CUST_00005,43.0,6.55,257.9,0,0
2025-12-09 01:27:11,none,CUST_00005,45.6,1.4,12.5,0,0
2025-12-11 19:42:55,none,CUST_00005,44.8,1.02,16.1,0,0
2025-12-21 13:34:23,error: outage,CUST_00005,0.0,1.67,30.4,141,25
2026-02-20 16:54:01,error: slow_speed,CUST_00005,21.1,0.91,84.4,0,0
2026-02-12 23:14:52,none,CUST_00005,47.8,0.33,38.6,0,0
2026-01-25 18:36:52,error: slow_speed,CUST_00005,23.5,1.75,60.1,0,0
2026-01-04 15:26:56,none,CUST_00005,44.5,1.95,28.8,0,0
2025-12-24 12:56:29,none,CUST_00005,48.9,0.33,14.7,0,0
2025-12-16 02:13:53,none,CUST_00005,44.2,1.02,11.3,0,0
2026-01-27 22:29:37,none,CUST_00005,45.4,0.3,37.9,0,0
2025-12-19 01:12:19,none,CUST_00005,45.6,0.64,22.5,0,0
2026-01-24 21:23:37,error: slow_speed,CUST_00005,17.7,1.35,42.8,0,0
2026-01-07 21:03:31,error: high_latency,CUST_00005,49.0,5.58,191.3,0,0
2026-01-21 05:09:41,none,CUST_00005,48.0,0.49,21.0,0,0
2026-02-02 00:02:26,none,CUST_00006,48.2,0.49,10.2,0,0
2026-01-29 06:37:20,error: packet_loss,CUST_00006,48.8,23.15,136.4,0,0
2026-01-19 20:46:27,none,CUST_00006,49.9,0.84,38.8,0,0
2026-02-09 01:42:55,none,CUST_00006,42.8,0.46,35.4,0,0
2026-01-11 09:12:55,none,CUST_00006,46.9,1.01,29.1,0,0
2025-12-14 05:56:33,none,CUST_00006,47.5,0.26,18.8,0,0
2026-01-08 01:06:13,none,CUST_00006,44.9,0.91,17.0,0,0
2026-02-10 05:53:51,error: slow_speed,CUST_00006,15.4,0.9,86.2,0,0
2026-01-01 14:30:44,none,CUST_00006,48.9,0.18,34.2,0,0
2025-11-30 04:57:47,none,CUST_00006,48.8,0.66,12.7,0,0
2026-01-13 11:27:57,error: packet_loss,CUST_00006,47.6,18.09,100.7,0,0
2025-12-19 16:53:31,error: slow_speed,CUST_00006,21.7,1.59,53.3,0,0
2026-02-02 11:36:17,none,CUST_00006,47.2,1.29,27.5,0,0
2026-02-18 23:55:48,none,CUST_00006,49.3,0.89,13.9,0,0
2026-01-16 20:57:31,none,CUST_00006,42.9,1.85,23.0,0,0
2025-12-26 23:35:17,none,CUST_00006,45.7,0.71,37.2,0,0
2026-01-01 19:57:21,none,CUST_00006,47.1,0.49,18.9,0,0
2025-12-19 08:56:55,none,CUST_00006,44.6,0.27,16.0,0,0
2025-12-22 16:19:09,none,CUST_00006,46.6,0.04,21.5,0,0
2025-12-28 06:09:29,none,CUST_00006,45.1,1.13,19.6,0,0
2026-02-24 13:21:46,none,CUST_00006,42.7,1.62,18.4,0,0
2025-12-29 07:37:11,none,CUST_00006,46.9,0.47,14.8,0,0
2026-01-28 15:25:08,none,CUST_00006,48.4,1.47,32.9,0,0
2025-12-16 11:37:01,none,CUST_00006,48.8,1.69,15.3,0,0
2025-11-30 12:01:23,none,CUST_00006,42.7,1.4,38.4,0,0
2025-12-17 17:06:09,none,CUST_00006,49.1,0.98,19.3,0,0
2026-02-16 22:45:22,none,CUST_00006,44.1,1.05,10.0,0,0
2026-02-02 19:38:15,error: packet_loss,CUST_00006,43.8,12.95,123.4,0,0
2026-02-09 20:05:27,none,CUST_00006,49.0,1.92,21.2,0,0
2026-01-08 05:53:39,none,CUST_00006,44.8,0.27,14.7,0,0
2025-12-08 08:18:40,none,CUST_00006,43.8,1.94,30.8,0,0
2026-01-13 16:17:23,none,CUST_00006,48.6,0.76,32.0,0,0
2026-02-05 00:59:16,none,CUST_00006,49.6,0.78,39.8,0,0
2026-02-23 18:21:40,none,CUST_00006,49.4,1.94,16.6,0,0
2025-12-26 19:38:13,none,CUST_00006,43.1,0.69,19.6,0,0
2026-02-16 01:17:20,none,CUST_00006,48.0,0.67,10.3,0,0
2025-12-01 21:37:44,none,CUST_00006,48.4,1.44,11.4,0,0
2026-01-05 18:03:34,error: high_latency,CUST_00006,46.2,9.05,195.9,0,0
2025-12-06 02:45:50,error: high_latency,CUST_00006,45.9,3.73,152.2,0,0
2026-01-15 18:03:36,none,CUST_00006,43.7,0.15,38.3,0,0
2026-01-15 04:20:03,none,CUST_00006,46.1,0.06,38.3,0,0
2026-01-03 18:56:54,none,CUST_00006,45.0,1.95,22.3,0,0
2025-12-20 15:17:42,none,CUST_00006,44.7,0.19,21.8,0,0
2025-12-27 19:56:37,none,CUST_00006,42.5,0.18,34.7,0,0
2026-02-02 20:58:47,none,CUST_00007,43.8,0.58,12.5,0,0
2026-01-19 11:29:29,none,CUST_00007,49.2,0.53,29.3,0,0
2026-01-11 11:36:49,none,CUST_00007,45.8,0.53,24.0,0,0
2026-01-24 05:56:51,none,CUST_00007,48.1,1.33,12.6,0,0
2025-12-20 10:11:23,none,CUST_00007,44.2,0.12,21.6,0,0
2025-12-21 02:04:01,error: high_latency,CUST_00007,46.1,8.0,280.6,0,0
2025-12-25 05:02:27,error: high_latency,CUST_00007,48.5,4.21,251.4,0,0
2026-02-06 17:08:48,none,CUST_00007,43.4,0.85,39.6,0,0
2025-12-09 19:06:22,error: packet_loss,CUST_00007,44.4,17.76,95.8,0,0
2026-01-17 15:26:31,none,CUST_00007,49.4,0.02,31.0,0,0
2026-01-05 20:33:51,none,CUST_00007,43.6,1.18,32.8,0,0
2026-02-14 05:10:54,none,CUST_00007,48.4,1.73,36.4,0,0
2026-01-25 11:18:29,none,CUST_00007,46.8,0.95,15.2,0,0
2025-12-10 04:16:16,none,CUST_00007,45.5,0.79,36.4,0,0
2026-02-21 00:29:02,none,CUST_00007,44.5,0.74,20.1,0,0
2026-01-19 15:06:29,none,CUST_00007,48.9,1.37,39.2,0,0
2026-01-20 00:31:11,none,CUST_00007,48.7,0.54,22.5,0,0
2026-02-03 09:46:02,none,CUST_00007,48.7,1.48,32.8,0,0
2026-02-20 07:09:50,none,CUST_00007,43.0,1.42,22.1,0,0
2025-12-22 05:58:49,none,CUST_00007,43.9,1.67,35.1,0,0
2025-12-31 22:01:37,none,CUST_00007,47.8,0.55,34.7,0,0
2025-12-08 20:16:59,none,CUST_00007,44.3,0.98,23.4,0,0
2025-12-29 05:24:38,none,CUST_00007,45.1,1.68,17.8,0,0
2026-02-16 14:58:36,none,CUST_00007,42.9,1.71,33.4,0,0
2026-01-30 03:45:17,none,CUST_00007,44.1,1.3,25.4,0,0
2025-12-02 23:29:02,none,CUST_00007,43.5,0.35,34.0,0,0
2025-12-12 14:14:15,none,CUST_00007,47.3,0.85,21.3,0,0
2026-01-26 17:30:41,error: outage,CUST_00007,0.0,1.65,21.9,160,33
2025-12-18 03:21:22,none,CUST_00007,44.6,1.37,24.5,0,0
2026-01-23 03:39:05,none,CUST_00007,44.6,1.31,38.6,0,0
2026-02-03 19:26:12,none,CUST_00007,44.3,0.11,35.7,0,0
2026-01-07 02:39:17,none,CUST_00007,43.5,0.05,24.9,0,0
2026-01-05 11:35:13,none,CUST_00007,42.8,1.42,27.2,0,0
2026-01-30 02:25:20,none,CUST_00007,48.4,1.81,30.2,0,0
2026-02-06 02:03:25,none,CUST_00007,43.9,0.2,13.8,0,0
2025-12-18 18:16:03,none,CUST_00008,900.3,0.18,20.7,0,0
2026-01-19 10:09:04,none,CUST_00008,899.7,0.52,18.8,0,0
2025-12-29 22:04:20,none,CUST_00008,937.5,1.89,12.1,0,0
2025-12-25 20:04:17,none,CUST_00008,907.3,0.6,11.6,0,0
2026-02-10 17:38:34,error: high_latency,CUST_00008,998.1,4.26,272.5,0,0
2026-02-17 08:38:20,none,CUST_00008,998.0,0.63,11.7,0,0
2026-02-01 18:23:12,error: slow_speed,CUST_00008,330.1,1.57,65.8,0,0
2026-01-04 08:36:00,error: slow_speed,CUST_00008,296.7,0.4,90.0,0,0
2026-02-03 23:17:00,none,CUST_00008,944.0,0.5,30.8,0,0
2026-02-11 20:35:28,none,CUST_00008,938.3,0.33,34.7,0,0
2026-01-21 09:13:27,none,CUST_00008,939.5,0.68,36.6,0,0
2026-01-15 08:37:12,none,CUST_00008,878.3,1.9,37.5,0,0
2026-01-29 16:13:52,error: packet_loss,CUST_00008,881.7,24.22,131.3,0,0
2026-01-10 03:43:11,none,CUST_00008,930.2,0.1,39.8,0,0
2025-12-06 23:56:16,none,CUST_00008,867.4,0.89,13.7,0,0
2025-11-30 19:46:16,error: high_latency,CUST_00008,952.9,7.36,204.1,0,0
2025-11-30 19:33:07,none,CUST_00008,984.8,1.02,28.5,0,0
2026-02-14 08:47:22,none,CUST_00008,880.0,0.53,25.7,0,0
2026-01-06 14:49:58,none,CUST_00008,932.2,1.82,30.6,0,0
2026-01-28 23:59:18,none,CUST_00008,863.4,0.22,27.2,0,0
2026-02-16 07:55:14,none,CUST_00008,958.5,1.81,29.3,0,0
2026-01-21 15:30:57,none,CUST_00008,865.0,0.35,11.2,0,0
2025-12-03 13:32:13,error: high_latency,CUST_00008,867.4,7.53,127.7,0,0
2026-01-16 12:02:32,none,CUST_00008,993.3,0.54,32.0,0,0
2026-01-15 18:52:35,none,CUST_00008,910.0,0.91,35.1,0,0
2025-12-28 10:18:04,error: high_latency,CUST_00008,969.5,4.12,288.5,0,0
2026-01-05 05:29:09,none,CUST_00008,935.3,0.88,28.3,0,0
2025-12-11 23:04:17,none,CUST_00008,982.0,1.45,36.8,0,0
2025-12-27 20:03:34,error: packet_loss,CUST_00008,916.1,27.37,107.2,0,0
2025-12-16 00:23:46,none,CUST_00008,996.7,1.34,20.1,0,0
2025-11-30 04:53:33,none,CUST_00008,949.3,0.5,20.4,0,0
2026-01-09 19:06:08,none,CUST_00008,933.8,1.98,11.6,0,0
2026-02-07 07:05:30,none,CUST_00008,977.8,1.74,12.2,0,0
2026-01-28 13:42:57,none,CUST_00008,926.0,1.1,21.4,0,0
2026-02-17 09:31:09,none,CUST_00008,936.0,0.18,25.0,0,0
2025-12-26 00:18:59,error: high_latency,CUST_00008,865.4,7.23,118.2,0,0
2025-12-10 03:40:04,none,CUST_00008,926.3,0.41,30.1,0,0
2026-01-12 22:07:46,none,CUST_00008,976.6,0.66,33.0,0,0
2025-12-05 12:14:32,none,CUST_00008,867.1,1.52,16.7,0,0
2025-12-08 14:24:27,none,CUST_00008,906.1,0.21,36.9,0,0
2026-01-06 20:43:21,none,CUST_00008,879.4,0.24,35.6,0,0
2026-02-03 01:38:54,none,CUST_00008,963.6,0.09,29.0,0,0
2026-02-12 09:30:18,error: outage,CUST_00008,0.0,1.01,38.9,42,45
2026-01-03 05:29:01,none,CUST_00008,926.2,1.84,15.3,0,0
2026-02-11 20:35:18,none,CUST_00008,940.1,1.77,25.1,0,0
2025-12-01 16:42:35,error: outage,CUST_00009,0.0,1.94,23.6,135,48
2025-11-30 00:27:41,none,CUST_00009,195.3,1.1,19.4,0,0
2025-12-19 03:46:48,none,CUST_00009,176.3,1.43,30.6,0,0
2026-02-11 01:18:49,error: connection_drops,CUST_00009,185.1,13.43,19.7,0,16
2025-12-15 05:17:15,none,CUST_00009,182.5,1.5,35.2,0,0
2026-01-04 23:26:54,none,CUST_00009,170.8,0.29,30.1,0,0
2026-02-07 14:16:44,none,CUST_00009,174.4,0.12,33.5,0,0
2025-12-20 22:37:08,none,CUST_00009,183.6,1.23,30.3,0,0
2026-01-30 00:18:25,none,CUST_00009,181.7,1.02,33.9,0,0
2025-12-01 02:56:01,none,CUST_00009,181.4,0.83,33.6,0,0
2025-12-19 22:59:13,none,CUST_00009,177.5,1.24,33.4,0,0
2026-01-30 03:14:15,none,CUST_00009,189.4,1.51,26.4,0,0
2026-02-03 14:31:49,none,CUST_00009,199.5,0.15,38.9,0,0
2026-02-12 11:57:33,none,CUST_00009,178.4,0.53,14.8,0,0
2026-02-27 13:30:15,none,CUST_00009,198.1,0.08,37.9,0,0
2025-12-09 04:06:18,error: slow_speed,CUST_00009,82.5,1.58,71.5,0,0
2026-02-04 07:55:10,error: packet_loss,CUST_00009,185.2,14.42,79.2,0,0
2026-01-16 13:36:42,none,CUST_00009,176.6,1.51,25.9,0,0
2025-12-06 23:52:18,none,CUST_00009,180.4,0.48,29.3,0,0
2026-01-27 22:16:04,none,CUST_00009,179.6,1.83,38.3,0,0
2025-12-20 00:41:59,none,CUST_00009,197.3,1.64,21.2,0,0
2026-01-01 08:57:42,none,CUST_00009,196.9,0.39,25.4,0,0
2026-02-06 06:26:00,none,CUST_00009,188.8,0.42,28.9,0,0
2025-12-02 10:06:54,none,CUST_00009,176.2,1.66,36.4,0,0
2026-01-03 03:07:56,none,CUST_00009,192.4,0.31,23.8,0,0
2026-02-16 21:56:49,none,CUST_00009,193.8,1.12,27.2,0,0
2026-01-25 10:35:32,none,CUST_00009,188.9,0.87,10.5,0,0
2025-12-21 23:18:14,none,CUST_00009,188.6,1.51,27.6,0,0
2026-02-18 12:00:28,error: connection_drops,CUST_00009,173.2,10.72,19.0,0,19
2025-12-05 23:29:50,none,CUST_00009,186.0,0.27,21.7,0,0
2025-12-20 14:19:51,none,CUST_00009,178.9,1.77,39.0,0,0
2025-12-07 12:59:25,none,CUST_00009,196.2,0.28,11.3,0,0
2026-01-08 06:24:55,none,CUST_00009,179.1,1.5,37.1,0,0
2026-01-06 03:05:28,none,CUST_00009,174.3,0.37,28.5,0,0
2026-02-13 18:17:09,none,CUST_00009,187.0,0.11,32.5,0,0
2025-12-19 09:18:25,none,CUST_00009,172.2,1.34,17.5,0,0
2025-12-15 08:38:38,none,CUST_00009,173.8,1.31,13.0,0,0
2026-02-03 13:28:32,none,CUST_00009,179.9,1.32,30.8,0,0
2025-12-17 12:08:40,none,CUST_00009,198.8,0.34,19.4,0,0
2025-12-07 10:42:07,none,CUST_00010,180.8,1.36,19.9,0,0
2026-01-01 12:10:41,error: packet_loss,CUST_00010,184.6,15.61,134.4,0,0
2025-12-21 17:43:14,error: slow_speed,CUST_00010,70.4,0.15,41.9,0,0
2025-12-15 05:34:11,none,CUST_00010,187.7,1.81,26.5,0,0
2025-12-20 08:18:11,none,CUST_00010,174.5,0.78,36.7,0,0
2026-01-21 19:30:28,none,CUST_00010,185.3,0.79,25.1,0,0
2025-12-11 02:49:12,none,CUST_00010,185.4,0.89,15.4,0,0
2025-12-05 19:12:14,none,CUST_00010,184.5,0.72,16.6,0,0
2026-02-19 15:36:46,none,CUST_00010,171.3,0.41,37.2,0,0
2025-12-29 09:03:58,none,CUST_00010,171.2,1.3,13.1,0,0
2025-12-08 15:06:13,none,CUST_00010,177.9,1.09,15.2,0,0
2026-01-12 05:18:03,none,CUST_00010,195.1,1.03,21.3,0,0
2025-12-23 11:37:08,none,CUST_00010,196.0,0.97,24.5,0,0
2025-12-25 19:31:50,none,CUST_00010,176.9,1.03,18.4,0,0
2026-02-07 12:21:15,none,CUST_00010,194.5,1.32,22.4,0,0
2026-02-13 08:16:30,none,CUST_00010,184.4,1.18,29.4,0,0
2026-01-27 22:51:24,none,CUST_00010,187.8,0.27,25.4,0,0
2026-02-09 22:49:44,none,CUST_00010,197.7,1.03,22.2,0,0
2025-12-08 23:03:14,none,CUST_00010,191.8,1.64,38.4,0,0
2025-12-12 08:04:30,none,CUST_00010,175.1,1.66,28.0,0,0
2026-02-04 04:17:28,none,CUST_00010,177.9,1.45,20.3,0,0
2025-12-14 21:45:36,none,CUST_00010,181.6,0.22,16.1,0,0
2025-12-25 02:33:08,none,CUST_00010,174.5,0.19,24.3,0,0
2026-02-23 06:27:12,none,CUST_00010,173.5,0.96,13.9,0,0
2026-02-27 02:18:33,none,CUST_00010,185.7,0.74,11.3,0,0
2026-01-29 08:09:11,none,CUST_00010,181.4,1.18,32.2,0,0
2025-11-30 05:53:33,none,CUST_00010,174.0,0.95,17.0,0,0
