customer_id,churned,churn_date,churn_reason
CUST_00125,1,2026-02-16 00:00:00,technical_issues
CUST_00126,0,,
CUST_00127,1,2026-02-22 00:00:00,competitor_price
CUST_00128,0,,
CUST_00129,0,,
CUST_00130,0,,
CUST_00131,0,,
CUST_00132,0,,
CUST_00133,0,,
CUST_00134,0,,
CUST_00135,0,,
CUST_00136,0,,
CUST_00137,0,,
CUST_00138,1,2025-12-07 00:00:00,poor_service
CUST_00139,0,,
CUST_00140,0,,
CUST_00141,0,,
CUST_00142,0,,
CUST_00143,0,,
CUST_00144,0,,
CUST_00145,0,,
CUST_00146,0,,
CUST_00147,0,,
CUST_00148,0,,
CUST_00149,0,,
CUST_00150,0,,
CUST_00151,0,,
CUST_00152,0,,
CUST_00153,1,2025-12-21 00:00:00,competitor_price
CUST_00154,0,,
CUST_00155,0,,
CUST_00156,0,,
CUST_00157,1,2026-02-27 00:00:00,relocation
CUST_00158,0,,
CUST_00159,1,2026-02-17 00:00:00,price_increase
CUST_00160,0,,
CUST_00161,0,,
CUST_00162,0,,
CUST_00163,0,,
CUST_00164,0,,
CUST_00165,0,,
CUST_00166,0,,
CUST_00167,0,,
CUST_00168,0,,
CUST_00169,0,,
CUST_00170,0,,
CUST_00171,0,,
CUST_00172,0,,
CUST_00173,0,,
CUST_00174,0,,
CUST_00175,0,,
CUST_00176,0,,
CUST_00177,0,,
CUST_00178,0,,
CUST_00179,0,,
CUST_00180,0,,
CUST_00181,0,,
CUST_00182,0,,
CUST_00183,0,,
CUST_00184,0,,
CUST_00185,0,,
CUST_00186,0,,
CUST_00187,0,,
CUST_00188,0,,
CUST_00189,1,2026-01-29 00:00:00,poor_service
CUST_00190,0,,
CUST_00191,0,,
CUST_00192,1,2026-02-07 00:00:00,relocation
CUST_00193,0,,
CUST_00194,1,2026-01-07 00:00:00,technical_issues
CUST_00195,0,,
CUST_00196,0,,
CUST_00197,1,2025-12-28 00:00:00,price_increase
CUST_00198,1,2025-12-29 00:00:00,relocation
CUST_00199,0,,
CUST_00200,0,,
CUST_00201,0,,
CUST_00202,0,,
CUST_00203,0,,
CUST_00204,0,,
CUST_00205,0,,
CUST_00206,1,2026-02-01 00:00:00,competitor_price
CUST_00207,0,,
CUST_00208,0,,
CUST_00209,1,2026-01-08 00:00:00,technical_issues
CUST_00210,1,2026-02-21 00:00:00,poor_service
CUST_00211,0,,
CUST_00212,0,,
CUST_00213,0,,
CUST_00214,0,,
CUST_00215,1,2026-02-07 00:00:00,competitor_price
CUST_00216,0,,
CUST_00217,0,,
CUST_00218,0,,
CUST_00219,0,,
CUST_00220,0,,
CUST_00221,0,,
CUST_00222,1,2026-01-11 00:00:00,competitor_price
CUST_00223,0,,
CUST_00224,0,,
CUST_00225,0,,
CUST_00226,0,,
CUST_00227,0,,
CUST_00228,0,,
CUST_00229,0,,
CUST_00230,0,,
CUST_00231,0,,
CUST_00232,0,,
CUST_00233,0,,
CUST_00234,0,,
CUST_00235,0,,
CUST_00236,0,,
CUST_00237,0,,
CUST_00238,0,,
CUST_00239,0,,
CUST_00240,0,,
CUST_00241,0,,
CUST_00242,0,,
CUST_00243,0,,
CUST_00244,0,,
CUST_00245,0,,
CUST_00246,0,,
CUST_00247,0,,
CUST_00248,0,,
CUST_00249,0,,
CUST_00250,0,,
CUST_00251,1,2026-02-28 00:00:00,relocation
CUST_00252,0,,
CUST_00253,0,,
CUST_00254,0,,
CUST_00255,0,,
CUST_00256,0,,
CUST_00257,0,,
CUST_00258,0,,
CUST_00259,0,,
CUST_00260,0,,
CUST_00261,0,,
CUST_00262,0,,
CUST_00263,0,,
CUST_00264,0,,
CUST_00265,0,,
CUST_00266,0,,
CUST_00267,0,,
CUST_00268,1,2026-01-10 00:00:00,relocation
CUST_00269,0,,
CUST_00270,0,,
CUST_00271,0,,
CUST_00272,1,2026-01-26 00:00:00,technical_issues
CUST_00273,0,,
CUST_00274,0,,
CUST_00275,0,,
CUST_00276,0,,
CUST_00277,0,,
CUST_00278,1,2026-01-01 00:00:00,price_increase
CUST_00279,1,2026-01-23 00:00:00,relocation
CUST_00280,1,2026-01-05 00:00:00,competitor_price
CUST_00281,0,,
CUST_00282,0,,
CUST_00283,0,,
CUST_00284,0,,
CUST_00285,0,,
CUST_00286,0,,
CUST_00287,0,,
CUST_00288,0,,
CUST_00289,1,2025-12-01 00:00:00,competitor_price
CUST_00290,0,,
CUST_00291,0,,
CUST_00292,0,,
CUST_00293,0,,
CUST_00294,0,,
CUST_00295,0,,
CUST_00296,0,,
CUST_00297,0,,
CUST_00298,1,2025-12-19 00:00:00,competitor_price
CUST_00299,0,,
CUST_00300,0,,
CUST_00301,0,,
CUST_00302,0,,
CUST_00303,0,,
CUST_00304,1,2025-12-06 00:00:00,competitor_price
CUST_00305,0,,
CUST_00306,0,,
CUST_00307,0,,
CUST_00308,0,,
CUST_00309,1,2025-12-28 00:00:00,competitor_price
CUST_00310,0,,
CUST_00311,0,,
CUST_00312,0,,
CUST_00313,0,,
CUST_00314,0,,
CUST_00315,0,,
CUST_00316,0,,
CUST_00317,1,2026-02-09 00:00:00,poor_service
CUST_00318,0,,
CUST_00319,0,,
CUST_00320,0,,
CUST_00321,0,,
CUST_00322,0,,
CUST_00323,0,,
CUST_00324,0,,
CUST_00325,1,2026-02-04 00:00:00,relocation
CUST_00326,0,,
CUST_00327,0,,
CUST_00328,0,,
CUST_00329,0,,
CUST_00330,0,,
CUST_00331,0,,
CUST_00332,0,,
CUST_00333,0,,
CUST_00334,0,,
CUST_00335,0,,
CUST_00336,0,,
CUST_00337,0,,
CUST_00338,1,2026-01-22 00:00:00,relocation
CUST_00339,0,,
CUST_00340,0,,
CUST_00341,0,,
CUST_00342,0,,
CUST_00343,0,,
CUST_00344,1,2026-02-01 00:00:00,technical_issues
CUST_00345,0,,
CUST_00346,0,,
CUST_00347,0,,
CUST_00348,0,,
CUST_00349,0,,
CUST_00350,0,,
CUST_00351,0,,
CUST_00352,0,,
CUST_00353,0,,
CUST_00354,0,,
CUST_00355,0,,
CUST_00356,0,,
CUST_00357,0,,
CUST_00358,0,,
CUST_00359,1,2026-02-21 00:00:00,relocation
CUST_00360,0,,
CUST_00361,1,2025-12-16 00:00:00,poor_service
CUST_00362,0,,
CUST_00363,1,2025-12-21 00:00:00,relocation
CUST_00364,0,,
CUST_00365,0,,
CUST_00366,0,,
CUST_00367,0,,
CUST_00368,0,,
CUST_00369,1,2026-02-21 00:00:00,poor_service
CUST_00370,0,,
CUST_00371,0,,
CUST_00372,0,,
CUST_00373,0,,
CUST_00374,0,,
CUST_00375,0,,
CUST_00376,1,2026-01-19 00:00:00,competitor_price
CUST_00377,0,,
CUST_00378,0,,
CUST_00379,0,,
CUST_00380,0,,
CUST_00381,0,,
CUST_00382,0,,
CUST_00383,0,,
CUST_00384,0,,
CUST_00385,0,,
CUST_00386,1,2026-02-21 00:00:00,relocation
CUST_00387,0,,
CUST_00388,0,,
CUST_00389,1,2026-02-22 00:00:00,poor_service
CUST_00390,1,2025-12-16 00:00:00,poor_service
CUST_00391,0,,
CUST_00392,0,,
CUST_00393,1,2025-12-29 00:00:00,competitor_price
CUST_00394,0,,
CUST_00395,1,2025-12-26 00:00:00,technical_issues
CUST_00396,0,,
CUST_00397,0,,
CUST_00398,0,,
CUST_00399,0,,
CUST_00400,0,,
CUST_00401,0,,
CUST_00402,0,,
CUST_00403,0,,
CUST_00404,0,,
CUST_00405,0,,
CUST_00406,0,,
CUST_00407,1,2025-12-23 00:00:00,price_increase
CUST_00408,0,,
CUST_00409,0,,
CUST_00410,0,,
CUST_00411,0,,
CUST_00412,0,,
CUST_00413,0,,
CUST_00414,0,,
CUST_00415,0,,
CUST_00416,0,,
CUST_00417,1,2026-02-08 00:00:00,competitor_price
CUST_00418,0,,
CUST_00419,1,2026-02-21 00:00:00,relocation
CUST_00420,1,2025-12-25 00:00:00,competitor_price
CUST_00421,0,,
CUST_00422,0,,
CUST_00423,0,,
CUST_00424,0,,
CUST_00425,0,,
CUST_00426,0,,
CUST_00427,0,,
CUST_00428,0,,
CUST_00429,0,,
CUST_00430,0,,
CUST_00431,0,,
CUST_00432,0,,
CUST_00433,0,,
CUST_00434,1,2026-02-18 00:00:00,poor_service
CUST_00435,0,,
CUST_00436,1,2026-02-05 00:00:00,competitor_price
CUST_00437,1,2026-02-20 00:00:00,technical_issues
CUST_00438,0,,
CUST_00439,1,2025-12-14 00:00:00,competitor_price
CUST_00440,0,,
CUST_00441,1,2026-02-20 00:00:00,poor_service
CUST_00442,0,,
CUST_00443,0,,
CUST_00444,0,,
CUST_00445,0,,
CUST_00446,1,2025-12-04 00:00:00,competitor_price
CUST_00447,0,,
CUST_00448,0,,
CUST_00449,0,,
CUST_00450,0,,
CUST_00451,0,,
CUST_00452,0,,
CUST_00453,0,,
CUST_00454,0,,
CUST_00455,0,,
CUST_00456,0,,
CUST_00457,0,,
CUST_00458,0,,
CUST_00459,0,,
CUST_00460,0,,
CUST_00461,1,2026-01-29 00:00:00,competitor_price
CUST_00462,1,2026-01-08 00:00:00,technical_issues
CUST_00463,0,,
CUST_00464,0,,
CUST_00465,1,2026-02-13 00:00:00,competitor_price
CUST_00466,0,,
CUST_00467,0,,
CUST_00468,0,,
CUST_00469,1,2025-12-18 00:00:00,competitor_price
CUST_00470,0,,
CUST_00471,0,,
CUST_00472,0,,
CUST_00473,0,,
CUST_00474,1,2026-01-28 00:00:00,competitor_price
CUST_00475,0,,
CUST_00476,0,,
CUST_00477,0,,
CUST_00478,0,,
CUST_00479,0,,
CUST_00480,0,,
CUST_00481,1,2025-12-16 00:00:00,poor_service
CUST_00482,0,,
CUST_00483,0,,
CUST_00484,0,,
CUST_00485,0,,
CUST_00486,0,,
CUST_00487,0,,
CUST_00488,0,,
CUST_00489,0,,
CUST_00490,1,2025-12-14 00:00:00,technical_issues
CUST_00491,0,,
CUST_00492,1,2026-02-23 00:00:00,competitor_price
CUST_00493,0,,
CUST_00494,0,,
CUST_00495,0,,
CUST_00496,0,,
CUST_00497,0,,
CUST_00498,0,,
CUST_00499,0,,
CUST_00500,1,2025-12-11 00:00:00,competitor_price
CUST_00501,0,,
CUST_00502,0,,
CUST_00503,0,,
CUST_00504,0,,
CUST_00505,1,2026-02-18 00:00:00,poor_service
CUST_00506,0,,
CUST_00507,0,,
CUST_00508,0,,
CUST_00509,1,2026-01-06 00:00:00,competitor_price
CUST_00510,0,,
CUST_00511,0,,
CUST_00512,1,2025-12-06 00:00:00,relocation
CUST_00513,0,,
CUST_00514,0,,
CUST_00515,0,,
CUST_00516,0,,
CUST_00517,0,,
CUST_00518,0,,
CUST_00519,0,,
CUST_00520,0,,
CUST_00521,0,,
CUST_00522,1,2025-12-16 00:00:00,technical_issues
CUST_00523,0,,
CUST_00524,0,,
CUST_00525,0,,
CUST_00526,0,,
CUST_00527,0,,
CUST_00528,0,,
CUST_00529,0,,
CUST_00530,0,,
CUST_00531,0,,
CUST_00532,1,2025-12-18 00:00:00,technical_issues
CUST_00533,0,,
CUST_00534,1,2025-12-24 00:00:00,competitor_price
CUST_00535,0,,
CUST_00536,0,,
CUST_00537,0,,
CUST_00538,1,2026-01-19 00:00:00,technical_issues
CUST_00539,0,,
CUST_00540,0,,
CUST_00541,0,,
CUST_00542,0,,
CUST_00543,0,,
CUST_00544,0,,
CUST_00545,0,,
CUST_00546,1,2026-01-26 00:00:00,relocation
CUST_00547,0,,
CUST_00548,0,,
CUST_00549,0,,
CUST_00550,0,,
CUST_00551,0,,
CUST_00552,0,,
CUST_00553,0,,
CUST_00554,0,,
CUST_00555,0,,
CUST_00556,1,2026-02-02 00:00:00,poor_service
CUST_00557,0,,
CUST_00558,0,,
CUST_00559,0,,
CUST_00560,0,,
CUST_00561,1,2025-12-05 00:00:00,technical_issues
CUST_00562,0,,
CUST_00563,0,,
CUST_00564,0,,
CUST_00565,1,2026-01-19 00:00:00,technical_issues
CUST_00566,0,,
CUST_00567,0,,
CUST_00568,0,,
CUST_00569,0,,
CUST_00570,0,,
CUST_00571,1,2026-01-29 00:00:00,poor_service
CUST_00572,0,,
CUST_00573,0,,
CUST_00574,0,,
CUST_00575,0,,
CUST_00576,0,,
CUST_00577,0,,
CUST_00578,0,,
CUST_00579,0,,
CUST_00580,0,,
CUST_00581,0,,
CUST_00582,0,,
CUST_00583,1,2026-01-26 00:00:00,competitor_price
CUST_00584,0,,
CUST_00585,0,,
CUST_00586,0,,
CUST_00587,0,,
CUST_00588,0,,
CUST_00589,0,,
CUST_00590,0,,
CUST_00591,1,2026-01-09 00:00:00,technical_issues
CUST_00592,0,,
CUST_00593,0,,
CUST_00594,0,,
CUST_00595,1,2026-02-12 00:00:00,competitor_price
CUST_00596,0,,
CUST_00597,0,,
CUST_00598,1,2025-12-05 00:00:00,technical_issues
CUST_00599,0,,
CUST_00600,0,,
CUST_00601,1,2025-12-08 00:00:00,relocation
CUST_00602,0,,
CUST_00603,0,,
CUST_00604,1,2026-01-21 00:00:00,relocation
CUST_00605,1,2026-01-01 00:00:00,poor_service
CUST_00606,1,2026-01-19 00:00:00,competitor_price
CUST_00607,0,,
CUST_00608,1,2026-02-19 00:00:00,competitor_price
CUST_00609,0,,
CUST_00610,0,,
CUST_00611,0,,
CUST_00612,1,2026-02-27 00:00:00,technical_issues
CUST_00613,1,2026-01-01 00:00:00,relocation
CUST_00614,0,,
CUST_00615,0,,
CUST_00616,0,,
CUST_00617,0,,
CUST_00618,0,,
CUST_00619,0,,
CUST_00620,0,,
CUST_00621,0,,
CUST_00622,0,,
CUST_00623,1,2025-12-11 00:00:00,technical_issues
CUST_00624,1,2025-12-18 00:00:00,competitor_price
CUST_00625,0,,
CUST_00626,1,2026-02-16 00:00:00,relocation
CUST_00627,0,,
CUST_00628,1,2026-02-19 00:00:00,price_increase
CUST_00629,0,,
CUST_00630,0,,
CUST_00631,0,,
CUST_00632,0,,
CUST_00633,0,,
CUST_00634,1,2025-12-22 00:00:00,poor_service
CUST_00635,1,2026-02-01 00:00:00,poor_service
CUST_00636,0,,
CUST_00637,0,,
CUST_00638,1,2025-12-26 00:00:00,technical_issues
CUST_00639,0,,
CUST_00640,0,,
CUST_00641,0,,
CUST_00642,0,,
CUST_00643,0,,
CUST_00644,0,,
CUST_00645,0,,
CUST_00646,0,,
CUST_00647,1,2026-01-26 00:00:00,technical_issues
CUST_00648,0,,
CUST_00649,0,,
CUST_00650,0,,
CUST_00651,0,,
CUST_00652,0,,
CUST_00653,0,,
CUST_00654,0,,
CUST_00655,0,,
CUST_00656,0,,
CUST_00657,0,,
CUST_00658,1,2026-02-12 00:00:00,price_increase
CUST_00659,0,,
CUST_00660,0,,
CUST_00661,0,,
CUST_00662,0,,
CUST_00663,1,2026-01-15 00:00:00,competitor_price
CUST_00664,0,,
CUST_00665,0,,
CUST_00666,0,,
CUST_00667,0,,
CUST_00668,1,2026-02-20 00:00:00,poor_service
CUST_00669,0,,
CUST_00670,0,,
CUST_00671,0,,
CUST_00672,0,,
CUST_00673,0,,
CUST_00674,1,2026-01-28 00:00:00,technical_issues
CUST_00675,1,2026-01-12 00:00:00,relocation
CUST_00676,0,,
CUST_00677,0,,
CUST_00678,0,,
CUST_00679,0,,
CUST_00680,0,,
CUST_00681,0,,
CUST_00682,1,2026-01-23 00:00:00,relocation
CUST_00683,0,,
CUST_00684,0,,
CUST_00685,0,,
CUST_00686,0,,
CUST_00687,0,,
CUST_00688,0,,
CUST_00689,0,,
CUST_00690,0,,
CUST_00691,0,,
CUST_00692,0,,
CUST_00693,0,,
CUST_00694,0,,
CUST_00695,0,,
CUST_00696,0,,
CUST_00697,0,,
CUST_00698,0,,
CUST_00699,0,,
CUST_00700,0,,
CUST_00701,0,,
CUST_00702,0,,
CUST_00703,1,2026-02-08 00:00:00,price_increase
CUST_00704,0,,
CUST_00705,0,,
CUST_00706,0,,
CUST_00707,0,,
CUST_00708,0,,
CUST_00709,0,,
CUST_00710,1,2026-01-03 00:00:00,poor_service
CUST_00711,0,,
CUST_00712,0,,
CUST_00713,0,,
CUST_00714,0,,
CUST_00715,0,,
CUST_00716,1,2025-12-21 00:00:00,relocation
CUST_00717,0,,
CUST_00718,0,,
CUST_00719,0,,
CUST_00720,0,,
CUST_00721,0,,
CUST_00722,0,,
CUST_00723,0,,
CUST_00724,0,,
CUST_00725,0,,
CUST_00726,0,,
CUST_00727,0,,
CUST_00728,0,,
CUST_00729,0,,
CUST_00730,0,,
CUST_00731,0,,
CUST_00732,1,2026-01-21 00:00:00,poor_service
CUST_00733,0,,
CUST_00734,0,,
CUST_00735,0,,
CUST_00736,1,2025-12-12 00:00:00,poor_service
CUST_00737,0,,
CUST_00738,0,,
CUST_00739,0,,
CUST_00740,1,2025-12-07 00:00:00,competitor_price
CUST_00741,1,2025-12-23 00:00:00,relocation
CUST_00742,0,,
CUST_00743,0,,
CUST_00744,0,,
CUST_00745,0,,
CUST_00746,1,2026-02-27 00:00:00,price_increase
CUST_00747,1,2025-12-05 00:00:00,competitor_price
CUST_00748,0,,
CUST_00749,0,,
CUST_00750,1,2025-12-20 00:00:00,competitor_price
CUST_00751,1,2026-01-21 00:00:00,relocation
CUST_00752,0,,
CUST_00753,1,2025-12-06 00:00:00,technical_issues
CUST_00754,0,,
CUST_00755,0,,
CUST_00756,0,,
CUST_00757,0,,
CUST_00758,0,,
CUST_00759,0,,
CUST_00760,0,,
CUST_00761,0,,
CUST_00762,0,,
CUST_00763,1,2026-02-15 00:00:00,price_increase
CUST_00764,0,,
CUST_00765,0,,
CUST_00766,0,,
CUST_00767,0,,
CUST_00768,0,,
CUST_00769,0,,
CUST_00770,0,,
CUST_00771,1,2026-02-11 00:00:00,competitor_price
CUST_00772,0,,
CUST_00773,0,,
CUST_00774,1,2026-01-26 00:00:00,competitor_price
CUST_00775,0,,
CUST_00776,0,,
CUST_00777,0,,
CUST_00778,0,,
CUST_00779,0,,
CUST_00780,0,,
CUST_00781,0,,
CUST_00782,0,,
CUST_00783,0,,
CUST_00784,0,,
CUST_00785,0,,
CUST_00786,0,,
CUST_00787,0,,
CUST_00788,0,,
CUST_00789,0,,
CUST_00790,0,,
CUST_00791,0,,
CUST_00792,0,,
CUST_00793,0,,
CUST_00794,0,,
CUST_00795,0,,
CUST_00796,0,,
CUST_00797,0,,
CUST_00798,0,,
CUST_00799,0,,
CUST_00800,0,,
CUST_00801,0,,
CUST_00802,1,2026-02-14 00:00:00,poor_service
CUST_00803,0,,
CUST_00804,1,2026-02-15 00:00:00,competitor_price
CUST_00805,0,,
CUST_00806,0,,
CUST_00807,0,,
CUST_00808,0,,
CUST_00809,1,2025-12-20 00:00:00,competitor_price
CUST_00810,0,,
CUST_00811,0,,
CUST_00812,0,,
CUST_00813,0,,
CUST_00814,0,,
CUST_00815,0,,
CUST_00816,0,,
CUST_00817,0,,
CUST_00818,1,2026-02-09 00:00:00,competitor_price
CUST_00819,0,,
CUST_00820,0,,
CUST_00821,0,,
CUST_00822,1,2026-01-25 00:00:00,competitor_price
CUST_00823,0,,
CUST_00824,0,,
CUST_00825,0,,
CUST_00826,0,,
CUST_00827,1,2026-01-23 00:00:00,competitor_price
CUST_00828,0,,
CUST_00829,0,,
CUST_00830,0,,
CUST_00831,0,,
CUST_00832,0,,
CUST_00833,0,,
CUST_00834,0,,
CUST_00835,0,,
CUST_00836,0,,
CUST_00837,0,,
CUST_00838,0,,
CUST_00839,1,2025-12-13 00:00:00,price_increase
CUST_00840,0,,
CUST_00841,0,,
CUST_00842,1,2026-02-02 00:00:00,competitor_price
CUST_00843,0,,
CUST_00844,0,,
CUST_00845,0,,
CUST_00846,0,,
CUST_00847,0,,
CUST_00848,0,,
CUST_00849,0,,
CUST_00850,0,,
CUST_00851,0,,
CUST_00852,0,,
CUST_00853,0,,
CUST_00854,0,,
CUST_00855,0,,
CUST_00856,0,,
CUST_00857,0,,
CUST_00858,0,,
CUST_00859,1,2026-01-16 00:00:00,poor_service
CUST_00860,0,,
CUST_00861,0,,
CUST_00862,0,,
CUST_00863,0,,
CUST_00864,0,,
CUST_00865,0,,
CUST_00866,0,,
CUST_00867,0,,
CUST_00868,0,,
CUST_00869,0,,
CUST_00870,0,,
CUST_00871,0,,
CUST_00872,0,,
CUST_00873,0,,
CUST_00874,0,,
CUST_00875,0,,
CUST_00876,0,,
CUST_00877,0,,
CUST_00878,0,,
CUST_00879,0,,
CUST_00880,0,,
CUST_00881,0,,
CUST_00882,1,2026-02-02 00:00:00,relocation
CUST_00883,0,,
CUST_00884,0,,
CUST_00885,0,,
CUST_00886,0,,
CUST_00887,0,,
CUST_00888,0,,
CUST_00889,0,,
CUST_00890,1,2025-12-03 00:00:00,technical_issues
CUST_00891,0,,
CUST_00892,0,,
CUST_00893,0,,
CUST_00894,0,,
CUST_00895,1,2025-12-09 00:00:00,technical_issues
CUST_00896,0,,
CUST_00897,0,,
CUST_00898,0,,
CUST_00899,0,,
CUST_00900,0,,
CUST_00901,0,,
CUST_00902,0,,
CUST_00903,1,2026-01-26 00:00:00,technical_issues
CUST_00904,0,,
CUST_00905,0,,
CUST_00906,0,,
CUST_00907,0,,
CUST_00908,0,,
CUST_00909,0,,
CUST_00910,0,,
CUST_00911,0,,
CUST_00912,0,,
CUST_00913,0,,
CUST_00914,1,2025-12-26 00:00:00,relocation
CUST_00915,0,,
CUST_00916,0,,
CUST_00917,0,,
CUST_00918,0,,
CUST_00919,0,,
CUST_00920,0,,
CUST_00921,0,,
CUST_00922,0,,
CUST_00923,0,,
CUST_00924,0,,
CUST_00925,0,,
CUST_00926,0,,
CUST_00927,0,,
CUST_00928,0,,
CUST_00929,1,2025-12-28 00:00:00,relocation
CUST_00930,0,,
CUST_00931,0,,
CUST_00932,0,,
CUST_00933,0,,
CUST_00934,0,,
CUST_00935,0,,
CUST_00936,0,,
CUST_00937,0,,
CUST_00938,1,2026-01-27 00:00:00,technical_issues
CUST_00939,0,,
CUST_00940,1,2026-02-22 00:00:00,relocation
CUST_00941,0,,
CUST_00942,0,,
CUST_00943,0,,
CUST_00944,0,,
CUST_00945,0,,
CUST_00946,0,,
CUST_00947,0,,
CUST_00948,0,,
CUST_00949,0,,
CUST_00950,1,2026-02-17 00:00:00,poor_service
CUST_00951,0,,
CUST_00952,0,,
CUST_00953,0,,
CUST_00954,0,,
CUST_00955,0,,
CUST_00956,0,,
CUST_00957,1,2025-12-09 00:00:00,competitor_price
CUST_00958,0,,
CUST_00959,0,,
CUST_00960,0,,
CUST_00961,0,,
CUST_00962,0,,
CUST_00963,0,,
CUST_00964,0,,
CUST_00965,0,,
CUST_00966,0,,
CUST_00967,0,,
CUST_00968,0,,
CUST_00969,0,,
CUST_00970,1,2026-01-05 00:00:00,relocation
CUST_00971,0,,
CUST_00972,0,,
CUST_00973,0,,
CUST_00974,0,,
CUST_00975,0,,
CUST_00976,0,,
CUST_00977,0,,
CUST_00978,0,,
CUST_00979,0,,
CUST_00980,0,,
CUST_00981,0,,
CUST_00982,0,,
CUST_00983,0,,
CUST_00984,0,,
CUST_00985,0,,
CUST_00986,0,,
CUST_00987,0,,
CUST_00988,0,,
CUST_00989,1,2026-01-24 00:00:00,poor_service
CUST_00990,0,,
CUST_00991,0,,
CUST_00992,0,,
CUST_00993,1,2026-02-23 00:00:00,relocation
CUST_00994,0,,
CUST_00995,0,,
CUST_00996,0,,
CUST_00997,0,,
CUST_00998,0,,
CUST_00999,0,,
CUST_01000,0,,
